date,bullish,bearish,neutral,sentiment_index,sentiment_scaled,sentiment_smoothed
2010-04-23,0.0002840211,0.98907566,0.01064027,-0.98879164,0.0056041777,-0.7811833918094635
2010-04-28,0.49999288,5.140561e-06,0.500002,0.49998775,0.74999386,-0.6432551443576813
2010-04-30,0.00045116537,0.9995467,2.2040235e-06,-0.99909556,0.00045222044,-0.6447910709040505
2010-05-04,3.4433673e-05,0.9999603,5.248929e-06,-0.99992585,3.707409e-05,-0.7101555338927678
2010-05-05,0.9559896,0.044007365,3.087155e-06,0.91198224,0.95599115,-0.43701939497675213
2010-05-06,0.0010619895,0.998871,6.69741e-05,-0.99780905,0.0010954738,-0.5081349653857095
2010-05-07,3.542701e-05,0.07008405,0.9298805,-0.07004862,0.46497568,-0.3776715344616345
2010-05-11,0.001724621,0.9982703,5.101284e-06,-0.9965457,0.0017271638,-0.37877925272498814
2010-05-12,0.3325613,0.6669579,0.00048071783,-0.3343966,0.3328017,-0.4979770172919546
2010-05-17,0.16134691,0.8363265,0.0023266121,-0.67497957,0.16251022,-0.45167473277875353
2010-05-18,0.027660746,0.36287898,0.60946023,-0.33521822,0.3323909,-0.3567164997969355
2010-05-20,0.0003770972,0.99960905,1.3833036e-05,-0.99923193,0.00038403273,-0.6297470959169524
2010-05-25,2.2850743e-05,0.028948665,0.97102845,-0.028925814,0.48553708,-0.49133520466940744
2010-05-26,4.2617583e-05,0.1283055,0.8716519,-0.12826288,0.43586856,-0.499651526766164
2010-06-01,4.871827e-05,0.9999485,2.8060501e-06,-0.9998997,5.015731e-05,-0.5001306714756149
2010-06-07,0.00010580024,0.50009453,0.49979964,-0.49998873,0.25000563,-0.5237866906183106
2010-06-08,0.00011219353,0.91392773,0.085960016,-0.91381556,0.04309222,-0.5579061178224427
2010-06-11,3.9649232e-05,0.018470168,0.98149014,-0.018430518,0.49078473,-0.5126507316849062
2010-06-14,1.8115397e-05,0.9999776,4.243556e-06,-0.99995947,2.026558e-05,-0.512754665155496
2010-06-15,0.00055118615,0.9994414,7.4277837e-06,-0.9988903,0.00055485964,-0.6513210175825017
2010-06-21,0.005566301,0.5222567,0.47217703,-0.5166904,0.24165481,-0.7068106598619904
2010-06-22,0.0063626226,0.99362814,9.283407e-06,-0.9872655,0.0063672364,-0.705005780128496
2010-06-23,1.9339614e-06,0.9999981,3.1788353e-08,-0.9999962,1.9073486e-06,-0.7764354159257242
2010-06-28,0.00048661395,0.99951214,1.3169484e-06,-0.9990255,0.00048723817,-0.7886082681694201
2010-06-29,0.0001865992,0.99980193,1.1493362e-05,-0.9996153,0.00019234419,-0.9287775244031634
2010-06-30,0.34077236,0.6222046,0.037023097,-0.2814323,0.35928386,-0.8261307861123767
2010-07-06,0.48422855,0.5157678,3.6348342e-06,-0.03153923,0.4842304,-0.6879377790859768
2010-07-07,0.00024160063,0.9992551,0.00050324394,-0.99901354,0.00049322844,-0.7568410890442985
2010-07-13,0.19550218,0.40442622,0.40007162,-0.20892403,0.39553797,-0.6456494459084102
2010-07-14,0.4631948,0.5066562,0.03014894,-0.04346147,0.47826928,-0.5090016296931675
2010-07-20,0.00031942583,0.99967206,8.561283e-06,-0.99935263,0.00032368302,-0.5090483597346714
2010-07-21,5.565597e-06,0.999169,0.0008254519,-0.99916345,0.0004182756,-0.5089838079043797
2010-07-26,0.028835092,0.9711396,2.5235788e-05,-0.9423045,0.028847754,-0.6033941209316254
2010-07-30,0.50938946,0.47064376,0.019966798,0.0387457,0.5193728,-0.5933534162385123
2010-08-02,0.0022431589,0.841699,0.1560579,-0.83945584,0.08027208,-0.5705594590732029
2010-08-04,0.00025601903,0.66640705,0.33333698,-0.666151,0.1669245,-0.6358775964805058
2010-08-06,0.9999875,6.535067e-06,5.9619874e-06,0.9999809,0.99999046,-0.48681439672197613
2010-08-09,8.3856845e-05,0.8417968,0.15811923,-0.84171295,0.079143524,-0.46429444210869925
2010-08-10,0.00024573985,0.9997533,9.491026e-07,-0.99950755,0.0002462268,-0.46434359891074045
